FID,LOC_ID,SITECODE,UTM_E,UTM_N,LATITUDE,LONGITUDE,ALT_SITECODE,PI,LOC_TYPE,GPS_ELEV,DATE_COLLECTED,PROJECT_DESCRIPTION,,,,,,,,
191,192,45-1E,449762.063,4434091.324,40.0555715,-105.5890199,45-1E,Marilyn Walker,manipulative plot,3531.62,,ITEX exp,,,,,,,,
192,193,45-1C,449761.175,4434092.959,40.0555862,-105.5890305,45-1C,Marilyn Walker,manipulative plot,3531.472,,ITEX exp,,,,,,,,
193,194,45-2E,449762.704,4434094.2,40.0555974,-105.5890126,45-2E,Marilyn Walker,manipulative plot,3531.609,,ITEX exp,,,,,,,,
194,195,45-2C,449761.883,4434096.04,40.055614,-105.5890224,45-2C,Marilyn Walker,manipulative plot,3531.029,,ITEX exp,,,,,,,,
195,196,45-3E,449765.284,4434103.055,40.0556774,-105.5889831,45-3E,Marilyn Walker,manipulative plot,3530.412,,ITEX exp,,,,,,,,
196,197,45-3C,449765.538,4434104.758,40.0556927,-105.5889802,45-3C,Marilyn Walker,manipulative plot,3529.954,,ITEX exp,,,,,,,,
197,198,45-4E,449769.197,4434118.824,40.0558197,-105.5889384,45-4E,Marilyn Walker,manipulative plot,3529.386,,ITEX exp,,,,,,,,
198,199,45-4C,449768.662,4434120.601,40.0558357,-105.5889448,45-4C,Marilyn Walker,manipulative plot,3529.264,,ITEX exp,,,,,,,,
199,200,45-5E,449773.807,4434135.758,40.0559725,-105.5888857,45-5E,Marilyn Walker,manipulative plot,3528.57,,ITEX exp,,,,,,,,
200,201,45-5C,449774.054,4434137.324,40.0559866,-105.5888829,45-5C,Marilyn Walker,manipulative plot,3528.616,,ITEX exp,,,,,,,,
201,202,EP45-3E,449779.571,4434161.016,40.0562004,-105.5888201,EP45-3E,Marilyn Walker,manipulative plot,3527.472,,ITEX exp,,,,,,,,
202,203,EP45-3C,449781.189,4434161.407,40.056204,-105.5888011,EP45-3C,Marilyn Walker,manipulative plot,3527.689,,ITEX exp,,,,,,,,
203,204,EP75-3E,449808.625,4434153.375,40.0561333,-105.5884789,EP75-3E,Marilyn Walker,manipulative plot,3528.763,,ITEX exp,,,,,,,,
204,205,EP75-3C,449810.575,4434153.755,40.0561368,-105.588456,EP75-3C,Marilyn Walker,manipulative plot,3527.952,,ITEX exp,,,,,,,,
205,206,EP75-2E,449809.581,4434151.03,40.0561122,-105.5884675,EP75-2E,Marilyn Walker,manipulative plot,3528.545,,ITEX exp,,,,,,,,
206,207,EP75-2C,449808.747,4434149.299,40.0560966,-105.5884771,EP75-2C,Marilyn Walker,manipulative plot,3528.522,,ITEX exp,,,,,,,,
207,208,75-5C,449801.127,4434126.292,40.0558889,-105.5885647,75-5C,Marilyn Walker,manipulative plot,3529.749,,ITEX exp,,,,,,,,
208,209,75-5E,449801.676,4434124.533,40.055873,-105.5885581,75-5E,Marilyn Walker,manipulative plot,3530.228,,ITEX exp,,,,,,,,
209,210,75-4E,449801.08,4434122.549,40.0558551,-105.5885649,75-4E,Marilyn Walker,manipulative plot,3530.538,,ITEX exp,,,,,,,,
210,211,75-4C,449800.513,4434121.147,40.0558425,-105.5885715,75-4C,Marilyn Walker,manipulative plot,3530.645,,ITEX exp,,,,,,,,
211,212,75-3C,449795.472,4434105.931,40.0557051,-105.5886294,75-3C,Marilyn Walker,manipulative plot,3531.544,,ITEX exp,,,,,,,,
212,213,75-3E,449796.439,4434104.414,40.0556915,-105.5886179,75-3E,Marilyn Walker,manipulative plot,3531.545,,ITEX exp,,,,,,,,
213,214,75-2C,449794.874,4434103.131,40.0556798,-105.5886362,75-2C,Marilyn Walker,manipulative plot,3530.812,,ITEX exp,,,,,,,,
214,215,75-2E,449795.737,4434101.357,40.0556639,-105.5886259,75-2E,Marilyn Walker,manipulative plot,3531.18,,ITEX exp,,,,,,,,
215,216,75-1C,449790.879,4434086.056,40.0555258,-105.5886817,75-1C,Marilyn Walker,manipulative plot,3532.059,,ITEX exp,,,,,,,,
216,217,75-1E,449791.556,4434084.424,40.0555111,-105.5886736,75-1E,Marilyn Walker,manipulative plot,3532.471,,ITEX exp,,,,,,,,
217,218,EP75-1C,449787.335,4434074.681,40.0554231,-105.5887224,EP75-1C,Marilyn Walker,manipulative plot,3531.848,,ITEX exp,,,,,,,,
218,219,PTQUAD09,449762.68,4433983.38,,,Saddle Pt Quad 09,Marilyn Walker,observational plot,3536.02,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
219,220,PTQUAD19,449778.88,4434033.51,,,Saddle Pt Quad 19,Marilyn Walker,observational plot,3540.55,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
220,221,PTQUAD29,449791.51,4434079.46,,,Saddle Pt Quad 29,Marilyn Walker,observational plot,3540.60,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
221,222,PTQUAD39,449804.79,4434131.70,,,Saddle Pt Quad 39,Marilyn Walker,observational plot,3537.89,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
222,223,PTQUAD49,449816.70,4434180.40,,,Saddle Pt Quad 49,Marilyn Walker,observational plot,3534.46,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
223,224,PTQUAD59,449830.97,4434223.45,,,Saddle Pt Quad 59,Marilyn Walker,observational plot,3532.18,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
224,225,PTQUAD69,449843.10,4434275.83,,,Saddle Pt Quad 69,Marilyn Walker,observational plot,3526.61,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
225,226,PTQUAD79,449856.97,4434323.21,,,Saddle Pt Quad 79,Marilyn Walker,observational plot,3519.98,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
226,227,PTQUAD78,449810.29,4434331.60,,,Saddle Pt Quad 78,Marilyn Walker,observational plot,3519.90,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
227,228,PTQUAD68,449794.19,4434288.43,,,Saddle Pt Quad 68,Marilyn Walker,observational plot,3524.99,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
228,229,PTQUAD58,449781.14,4434239.83,,,Saddle Pt Quad 58,Marilyn Walker,observational plot,3530.17,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
229,230,PTQUAD48,449769.10,4434193.15,,,Saddle Pt Quad 48,Marilyn Walker,observational plot,3534.38,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
230,231,PTQUAD38,449753.26,4434142.89,,,Saddle Pt Quad 38,Marilyn Walker,observational plot,3536.90,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
231,232,PTQUAD28,449743.77,4434095.90,,,Saddle Pt Quad 28,Marilyn Walker,observational plot,3538.08,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
232,233,PTQUAD08,449720.67,4433995.37,,,Saddle Pt Quad 08,Marilyn Walker,observational plot,3535.39,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
233,234,PTQUAD07,449665.27,4434012.15,,,Saddle Pt Quad 07,Marilyn Walker,observational plot,3536.75,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
234,235,PTQUAD17,449682.33,4434060.61,,,Saddle Pt Quad 17,Marilyn Walker,observational plot,3537.86,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
235,236,PTQUAD27,449690.43,4434109.29,,,Saddle Pt Quad 27,Marilyn Walker,observational plot,3538.19,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
236,237,PTQUAD37,449707.35,4434157.55,,,Saddle Pt Quad 37,Marilyn Walker,observational plot,3537.50,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
237,238,PTQUAD47,449715.42,4434203.18,,,Saddle Pt Quad 47,Marilyn Walker,observational plot,3533.95,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
238,239,PTQUAD57,449733.20,4434250.33,,,Saddle Pt Quad 57,Marilyn Walker,observational plot,3530.51,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
239,240,PTQUAD67,449745.91,4434302.17,,,Saddle Pt Quad 67,Marilyn Walker,observational plot,3525.48,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
240,241,PTQUAD77,449760.50,4434351.76,,,Saddle Pt Quad 77,Marilyn Walker,observational plot,3516.41,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
241,242,PTQUAD76,449705.43,4434353.70,,,Saddle Pt Quad 76,Marilyn Walker,observational plot,3518.58,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
242,243,PTQUAD66,449700.54,4434315.06,,,Saddle Pt Quad 66,Marilyn Walker,observational plot,3523.62,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
243,244,PTQUAD56,449687.56,4434266.09,,,Saddle Pt Quad 56,Marilyn Walker,observational plot,3529.17,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
244,245,PTQUAD46,449673.46,4434218.46,,,Saddle Pt Quad 46,Marilyn Walker,observational plot,3535.41,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
245,246,392,449662.825,4434199.056,40.0565362,-105.5901918,392,Tim Seastedt,manipulative plot,3529.706,,"Wet meadow N, P, N+P manipulations",,,,,,,,
246,247,393,449664.314,4434197.753,40.0565245,-105.5901742,393,Tim Seastedt,manipulative plot,3529.106,,"Wet meadow N, P, N+P manipulations",,,,,,,,
247,248,389,449666.22,4434195.668,40.0565058,-105.5901517,389,Tim Seastedt,manipulative plot,3528.967,,"Wet meadow N, P, N+P manipulations",,,,,,,,
248,249,272,449668.233,4434193.774,40.0564889,-105.590128,272,Tim Seastedt,manipulative plot,3529.347,,"Wet meadow N, P, N+P manipulations",,,,,,,,
249,250,299,449666.195,4434191.556,40.0564688,-105.5901517,299,Tim Seastedt,manipulative plot,3529.69,,"Wet meadow N, P, N+P manipulations",,,,,,,,
250,251,276,449664.419,4434193.634,40.0564874,-105.5901727,276,Tim Seastedt,manipulative plot,3529.594,,"Wet meadow N, P, N+P manipulations",,,,,,,,
251,252,394,449662.343,4434196.025,40.0565088,-105.5901972,394,Tim Seastedt,manipulative plot,3529.788,,"Wet meadow N, P, N+P manipulations",,,,,,,,
252,253,270,449659.987,4434198.59,40.0565318,-105.590225,270,Tim Seastedt,manipulative plot,3529.568,,"Wet meadow N, P, N+P manipulations",,,,,,,,
253,254,269,449657.966,4434196.085,40.0565091,-105.5902485,269,Tim Seastedt,manipulative plot,3530.464,,"Wet meadow N, P, N+P manipulations",,,,,,,,
254,255,274,449660.194,4434193.541,40.0564863,-105.5902222,274,Tim Seastedt,manipulative plot,3530.334,,"Wet meadow N, P, N+P manipulations",,,,,,,,
255,256,297,449662.282,4434191.317,40.0564664,-105.5901975,297,Tim Seastedt,manipulative plot,3530.33,,"Wet meadow N, P, N+P manipulations",,,,,,,,
256,257,369,449664.276,4434189.143,40.0564469,-105.590174,369,Tim Seastedt,manipulative plot,3530.347,,"Wet meadow N, P, N+P manipulations",,,,,,,,
257,258,278,449661.951,4434187.69,40.0564337,-105.5902011,278,Tim Seastedt,manipulative plot,3530.217,,"Wet meadow N, P, N+P manipulations",,,,,,,,
258,259,277,449659.867,4434189.739,40.056452,-105.5902257,277,Tim Seastedt,manipulative plot,3530.318,,"Wet meadow N, P, N+P manipulations",,,,,,,,
259,260,275,449657.606,4434192.31,40.0564751,-105.5902524,275,Tim Seastedt,manipulative plot,3530.551,,"Wet meadow N, P, N+P manipulations",,,,,,,,
260,261,395,449655.344,4434194.973,40.0564989,-105.5902792,395,Tim Seastedt,manipulative plot,3530.62,,"Wet meadow N, P, N+P manipulations",,,,,,,,
261,262,PTQUAD36,449660.43,4434166.06,,,Saddle Pt Quad 36,Marilyn Walker,observational plot,3539.21,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
262,263,PTQUAD26,449648.29,4434118.19,,,Saddle Pt Quad 26,Marilyn Walker,observational plot,3540.69,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
263,264,PTQUAD16,449630.68,4434068.02,,,Saddle Pt Quad 16,Marilyn Walker,observational plot,3540.27,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
264,265,PTQUAD06,449616.93,4434026.49,,,Saddle Pt Quad 06,Marilyn Walker,observational plot,3539.58,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
265,266,PTQUAD05,449574.13,4434037.60,,,Saddle Pt Quad 05,Marilyn Walker,observational plot,3543.74,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
266,267,PTQUAD15,449586.62,4434085.40,,,Saddle Pt Quad 15,Marilyn Walker,observational plot,3544.60,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
267,268,PTQUAD25,449598.36,4434127.31,,,Saddle Pt Quad 25,Marilyn Walker,observational plot,3544.33,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
268,269,PTQUAD35,449607.20,4434177.59,,,Saddle Pt Quad 35,Marilyn Walker,observational plot,3543.41,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
269,270,PTQUAD45,449624.87,4434226.86,,,Saddle Pt Quad 45,Marilyn Walker,observational plot,3540.58,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
270,271,PTQUAD55,449634.00,4434272.37,,,Saddle Pt Quad 55,Marilyn Walker,observational plot,3535.86,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
271,272,PTQUAD65,449642.51,4434327.51,,,Saddle Pt Quad 65,Marilyn Walker,observational plot,3529.88,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
272,273,PTQUAD75,449664.03,4434368.70,,,Saddle Pt Quad 75,Marilyn Walker,observational plot,3523.06,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
273,274,PTQUAD74,449614.22,4434382.67,,,Saddle Pt Quad 74,Marilyn Walker,observational plot,3528.29,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
274,275,PTQUAD64,449602.74,4434341.32,,,Saddle Pt Quad 64,Marilyn Walker,observational plot,3537.50,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
275,276,PTQUAD54,449584.69,4434292.47,,,Saddle Pt Quad 54,Marilyn Walker,observational plot,3543.22,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
276,277,PTQUAD44,449572.70,4434240.95,,,Saddle Pt Quad 44,Marilyn Walker,observational plot,3548.57,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
277,278,PTQUAD34,449563.94,4434196.22,,,Saddle Pt Quad 34,Marilyn Walker,observational plot,3549.68,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
278,279,PTQUAD24,449553.62,4434141.11,,,Saddle Pt Quad 24,Marilyn Walker,observational plot,3549.82,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
279,280,PTQUAD14,449533.65,4434100.27,,,Saddle Pt Quad 14,Marilyn Walker,observational plot,3551.87,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
280,281,PTQUAD04,449526.55,4434049.88,,,Saddle Pt Quad 04,Marilyn Walker,observational plot,3549.28,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
281,282,PTQUAD03,449479.78,4434069.73,,,Saddle Pt Quad 03,Marilyn Walker,observational plot,3555.67,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
282,283,PTQUAD13,449490.28,4434109.35,,,Saddle Pt Quad 13,Marilyn Walker,observational plot,3557.33,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
283,284,PTQUAD23,449505.01,4434158.54,,,Saddle Pt Quad 23,Marilyn Walker,observational plot,3557.91,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
284,285,PTQUAD33,449519.05,4434208.79,,,Saddle Pt Quad 33,Marilyn Walker,observational plot,3558.06,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
285,286,PTQUAD43,449522.69,4434257.74,,,Saddle Pt Quad 43,Marilyn Walker,observational plot,3556.93,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
286,287,PTQUAD53,449542.74,4434298.35,,,Saddle Pt Quad 53,Marilyn Walker,observational plot,3550.40,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
287,288,PTQUAD63,449548.01,4434347.71,,,Saddle Pt Quad 63,Marilyn Walker,observational plot,3545.71,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
288,289,PTQUAD73,449562.21,4434394.34,,,Saddle Pt Quad 73,Marilyn Walker,observational plot,3537.20,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
289,290,SADSNOWFLUX,449596.185,4433968.309,40.0544533,-105.5909551,Saddle Snowflux,Mark Williams,observational point,3528.339,,,,,,,,,,
290,291,MRC4,449599.894,4433971.641,40.0544836,-105.5909119,MRC4,Mark Williams,observational point,3528.293,,,,,,,,,,
291,292,SNL1,449593.648,4433984.063,40.0545951,-105.5909861,SNL1,Mark Williams,observational point,3528.959,,,,,,,,,,
292,293,SNL2,449595.158,4433985.197,40.0546054,-105.5909685,SNL2,Mark Williams,observational point,3529.198,,,,,,,,,,
293,294,SNL3,449596.65,4433985.275,40.0546062,-105.590951,SNL3,Mark Williams,observational point,3529.066,,,,,,,,,,
294,295,SNL4,449598.716,4433984.879,40.0546028,-105.5909267,SNL4,Mark Williams,observational point,3528.889,,,,,,,,,,
295,296,SNL5,449600.281,4433983.791,40.054593,-105.5909083,SNL5,Mark Williams,observational point,3528.643,,,,,,,,,,
296,297,SNL6,449601.266,4433982.579,40.0545822,-105.5908967,SNL6,Mark Williams,observational point,3528.665,,,,,,,,,,
297,298,SNL7,449602.259,4433980.606,40.0545645,-105.5908849,SNL7,Mark Williams,observational point,3528.759,,,,,,,,,,
298,299,SNL8,449602.16,4433978.981,40.0545498,-105.5908859,SNL8,Mark Williams,observational point,3528.677,,,,,,,,,,
299,300,SNL9,449600.156,4433977.294,40.0545345,-105.5909093,SNL9,Mark Williams,observational point,3529.13,,,,,,,,,,
300,301,SNL10,449599.264,4433976.259,40.0545251,-105.5909196,SNL10,Mark Williams,observational point,3529.1,,,,,,,,,,
301,302,SNL11,449597.398,4433975.724,40.0545202,-105.5909415,SNL11,Mark Williams,observational point,3529.194,,,,,,,,,,
302,303,SNL12,449595.005,4433976.22,40.0545245,-105.5909696,SNL12,Mark Williams,observational point,3528.734,,,,,,,,,,
303,304,SNL13,449593.688,4433977.139,40.0545327,-105.5909851,SNL13,Mark Williams,observational point,3528.901,,,,,,,,,,
304,305,SNL14,449592.69,4433978.704,40.0545468,-105.5909969,SNL14,Mark Williams,observational point,3528.858,,,,,,,,,,
305,306,SNL15,449592.183,4433980.229,40.0545605,-105.591003,SNL15,Mark Williams,observational point,3529.016,,,,,,,,,,
306,307,SNL16,449592.75,4433982.232,40.0545786,-105.5909965,SNL16,Mark Williams,observational point,3528.919,,,,,,,,,,
307,308,SNLU1,449601.937,4433973.585,40.0545012,-105.5908881,SNLU1,Mark Williams,observational point,3529.25,,,,,,,,,,
308,309,SNLU2,449602.949,4433974.322,40.0545079,-105.5908763,SNLU2,Mark Williams,observational point,3529.164,,,,,,,,,,
309,310,PTQUAD12,449443.59,4434120.05,,,Saddle Pt Quad 12,Marilyn Walker,observational plot,3566.60,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
310,311,PTQUAD22,449452.11,4434171.91,,,Saddle Pt Quad 22,Marilyn Walker,observational plot,3570.03,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
311,312,PTQUAD32,449462.93,4434219.32,,,Saddle Pt Quad 32,Marilyn Walker,observational plot,3569.59,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
312,313,PTQUAD42,449476.16,4434265.24,,,Saddle Pt Quad 42,Marilyn Walker,observational plot,3565.10,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
313,314,PTQUAD52,449488.97,4434312.83,,,Saddle Pt Quad 52,Marilyn Walker,observational plot,3560.55,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
314,315,PTQUAD62,449500.28,4434366.40,,,Saddle Pt Quad 62,Marilyn Walker,observational plot,3552.43,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
315,316,PTQUAD72,449523.63,4434406.76,,,Saddle Pt Quad 72,Marilyn Walker,observational plot,3543.42,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
316,317,PTQUAD71,449466.05,4434425.96,,,Saddle Pt Quad 71,Marilyn Walker,observational plot,3550.91,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
317,318,PTQUAD61,449461.68,4434379.06,,,Saddle Pt Quad 61,Marilyn Walker,observational plot,3559.30,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
318,319,PTQUAD51,449439.11,4434325.78,,,Saddle Pt Quad 51,Marilyn Walker,observational plot,3569.03,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
319,320,PTQUAD41,449435.91,4434281.05,,,Saddle Pt Quad 41,Marilyn Walker,observational plot,3574.09,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
320,321,PTQUAD31,449416.77,4434234.30,,,Saddle Pt Quad 31,Marilyn Walker,observational plot,3579.32,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
321,322,PTQUAD21,449408.78,4434179.65,,,Saddle Pt Quad 21,Marilyn Walker,observational plot,3578.15,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
322,323,PTQUAD11,449386.65,4434135.79,,,Saddle Pt Quad 11,Marilyn Walker,observational plot,3578.52,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
323,324,PTQUAD01,449377.79,4434086.34,,,Saddle Pt Quad 01,Marilyn Walker,observational plot,3573.60,,Point quadrat measurements at the saddle are made yearly,,,,,,,,
324,325,D1-WINDTOT,447388.138,4434583.074,40.0598569,-105.6168917,D1 WINDTOT,Legacy (Historic),observational point,3738.073,,,,,,,,,,
325,326,DIBOX,447382.978,4434563.69,40.059682,-105.6169507,DIBOX,Other,observational plot,3738.119,,"Marr plots, veg cover",,,,,,,,
326,327,D1-BUILDING,447431.231,4434580.083,40.0598327,-105.6163862,D1 Building,MRS,observational plot,3735.251,,"Marr plots, veg cover",,,,,,,,
327,328,D1-BUILDING,447435.954,4434580.29,40.0598348,-105.6163309,D1 Building,MRS,observational plot,3734.597,,"Marr plots, veg cover",,,,,,,,
328,329,D1-BUILDING,447436.052,4434575.734,40.0597938,-105.6163294,D1 Building,MRS,observational plot,3735.28,,"Marr plots, veg cover",,,,,,,,
329,330,D1-BUILDING,447430.666,4434576.29,40.0597985,-105.6163925,D1 Building,MRS,observational plot,3734.889,,"Marr plots, veg cover",,,,,,,,
330,331,UDISPLOT2,447397.335,4434577.912,40.059811,-105.6167835,UDISPLOT2,Legacy (Historic),observational plot,3738.059,,"Marr plots, veg cover",,,,,,,,
331,332,C1,447382.321,4434546.963,40.0595312,-105.616957,C1,William Osburn,observational plot,3738.013,,,,legacy,,,,,,
