,SITE,SPP,GRSTRAT,WOODY,GFNARROWarft,GFNARROWwalker,GENUS,SPECIES,SpeciesGenus,RAUNKIAERS,SORENSENS,GEODISTR
237,ALEXFIORD,XXXDEADPLANT,NA,UNK,UNK,UNK,,, ,NA,NA,NA
238,ALEXFIORD,XXXDRASPP,NA,HERB,FORBSV,FORB,Draba,,Draba ,NA,NA,NA
239,ALEXFIORD,XXXDUNG,NA,OTHER,OTHER,DUNG,,, ,NA,NA,NA
240,ALEXFIORD,XXXFUNGUS,NA,,FUNGI,FUNGI,,, ,NA,NA,NA
241,ALEXFIORD,XXXGRASS,NA,HERB,GRAMINOID,GRASS,,, ,NA,NA,NA
242,ALEXFIORD,XXXGRASSSD,NA,HERB,GRAMINOID,GRASS,,, ,NA,NA,NA
243,ALEXFIORD,XXXGRIOPHSPP,NA,OTHER,OTHER,OTHER,,, ,NA,NA,NA
244,ALEXFIORD,XXXGROUNDBARE,NA,OTHER,OTHER,SOIL,,, ,NA,NA,NA
245,ALEXFIORD,XXXGROUNDROCK,NA,OTHER,OTHER,ROCK,,, ,NA,NA,NA
246,ALEXFIORD,XXXGROUNDTRIPE,NA,,UNK,UNK,,, ,NA,NA,NA
247,ALEXFIORD,XXXHOLE,NA,OTHER,OTHER,OTHER,,, ,NA,NA,NA
248,ALEXFIORD,XXXJUNCUSSPP,NA,HERB,GRAMINOID,RUSH,Juncus,,Juncus ,NA,NA,NA
249,ALEXFIORD,XXXLICHEN,NA,,LICHEN,LICHENU,,, ,NA,NA,NA
250,ALEXFIORD,XXXLITTER,NA,,LITTER,LITTER,,, ,NA,NA,NA
251,ALEXFIORD,XXXLUZSPP,NA,HERB,GRAMINOID,RUSH,,, ,NA,NA,NA
252,ALEXFIORD,XXXLYCSPP,NA,HERB,FORBSV,SLVASC,,, ,NA,NA,NA
253,ALEXFIORD,XXXMARKER,NA,,OTHER,OTHER,,, ,NA,NA,NA
254,ALEXFIORD,XXXMOSS,NA,,MOSS,MOSSU,,, ,NA,NA,NA
255,ALEXFIORD,XXXMOSSCLUB,NA,HERB,FORBSV,SLVASC,,, ,NA,NA,NA
256,ALEXFIORD,XXXMUSHROOM,NA,,FUNGI,FUNGI,,, ,NA,NA,NA
257,ALEXFIORD,XXXPAN TRAP,NA,,OTHER,OTHER,,, ,NA,NA,NA
258,ALEXFIORD,XXXPEDSPP,NA,HERB,FORBSV,FORB,Pedicularis,,Pedicularis ,NA,NA,NA
259,ALEXFIORD,XXXPOLLEN TRAP,NA,,OTHER,OTHER,,, ,NA,NA,NA
260,ALEXFIORD,XXXSDUNK,NA,HERB,UNK,UNK,,, ,NA,NA,NA
261,ALEXFIORD,XXXSEEDCASSIOPE96DICOT,NA,HERB,UNK,UNK,,, ,NA,NA,NA
262,ALEXFIORD,XXXSEEDCASSIOPE96MONOCOT,NA,HERB,GRAMINOID,UNK,,, ,NA,NA,NA
263,ALEXFIORD,XXXSTY,NA,,UNK,UNK,,, ,NA,NA,NA
264,ALEXFIORD,XXXSTY2000CASSIOPE,NA,,UNK,UNK,,, ,NA,NA,NA
265,ALEXFIORD,XXXSTY2000DOME,NA,,UNK,UNK,,, ,NA,NA,NA
266,ALEXFIORD,XXXTHERMOCOUPLE,NA,,OTHER,OTHER,,, ,NA,NA,NA
267,ALEXFIORD,XXXTRIPE,NA,,UNK,UNK,,, ,NA,NA,NA
268,ALEXFIORD,XXXUNK,NA,,UNK,UNK,,, ,NA,NA,NA
269,ALEXFIORD,XXXWATERSTANDING,NA,,WATER,WATER,,, ,NA,NA,NA
270,ALEXFIORD,XXXNOSTOC,NA,,ALGAE,ALGAE,Nostoc,,Nostoc ,NA,NA,NA
271,ALEXFIORD,XXXLICHEN2000DOMEALGAE,NA,,ALGAE,ALGAE,,, ,NA,NA,NA
272,ALEXFIORD,XXXLICHENMUSHYALGAE,NA,,ALGAE,ALGAE,,, ,NA,NA,NA
273,ALEXFIORD,XXXSAXSPP,NA,HERB,FORBSV,FORB,Saxifraga,,Saxifraga ,NA,NA,NA
274,ALEXFIORD,XXXEQUSPP,NA,HERB,FORBSV,SLVASC,Equisetum,,Equisetum ,NA,NA,NA
275,ALEXFIORD,XXXOTHERSP,NA,HERB,UNK,UNK,,, ,NA,NA,NA
276,ALEXFIORD,CERARC,NA,HERB,UNK,UNK,Cerastium,arcticum,Cerastium arcticum,NA,NA,NA
277,ALEXFIORD,XXXOTHER,NA,,UNK,UNK,,, ,NA,NA,NA
278,ALEXFIORD,DRACOR,NA,,FORBSV,FORB,Draba,corymbosa,Draba corymbosa,NA,NA,NA
279,ALEXFIORD,DRASUB,NA,HERB,FORBSV,FORB,Draba,subcapitata,Draba subcapitata,NA,NA,NA
280,ALEXFIORD,PHIALG,NA,HERB,FORBSV,FORB,Phippsia,algida,Phippsia algida,NA,NA,NA
281,TORNGATS,ARCALP,NA,WOODY,DSHRUB,SDECI,Arctostaphylos,alpina,Arctostaphylos alpina,NA,NA,NA
282,TORNGATS,AULACU,NA,,MOSS,MACRO,Aulacomnium ,acuminatum,Aulacomnium  acuminatum,NA,NA,NA
283,TORNGATS,AULPAL,NA,,MOSS,MACRO,Aulacomnium ,palustre,Aulacomnium  palustre,NA,NA,NA
284,TORNGATS,BETGLA,NA,WOODY,DSHRUB,SDECI,Betula,glandulosa,Betula glandulosa,NA,NA,NA
285,TORNGATS,CALSAR,NA,,MOSS,MACRO,Calliergon,sarmentosum,Calliergon sarmentosum,NA,NA,NA
286,TORNGATS,CARBIG,NA,HERB,GRAMINOID,SEDGE,Carex,bigelowii,Carex bigelowii,NA,NA,NA
287,TORNGATS,CASTET,NA,HERB,GRAMINOID,SEVER,Cassiope,tetragona,Cassiope tetragona,NA,NA,NA
288,TORNGATS,CLAARB,NA,,LICHEN,LFRUT,Cladina,arbuscula,Cladina arbuscula,NA,NA,NA
289,TORNGATS,CLADEF,NA,,LICHEN,LFRUT,Cladonia,deformis,Cladonia deformis,NA,NA,NA
290,TORNGATS,CLAPYX,NA,,LICHEN,LFRUT,Cladonia,pyxidata,Cladonia pyxidata,NA,NA,NA
291,TORNGATS,CONTET,NA,,MOSS,MACRO,Conostomum,tetragonum,Conostomum tetragonum,NA,NA,NA
292,TORNGATS,DIALAP,NA,HERB,FORBSV,FORB,Diapensia,lapponica,Diapensia lapponica,NA,NA,NA
293,TORNGATS,DRYINT,NA,HERB,GRAMINOID,SEVER,Dryas,integrifolia,Dryas integrifolia,NA,NA,NA
294,TORNGATS,EQUARV,NA,HERB,FORBSV,SLVASC ,Equisetum,arvense,Equisetum arvense,NA,NA,NA
295,TORNGATS,EUPARC,NA,HERB,FORBSV,FORB,Euphrasia,arctica,Euphrasia arctica,NA,NA,NA
296,TORNGATS,HARHYP,NA,HERB,ESHRUB,SEVER,Harrimanella,hypnoides,Harrimanella hypnoides,NA,NA,NA
297,TORNGATS,HIEALP,NA,HERB,FORBSV,FORB,Hieracium,alpinum,Hieracium alpinum,NA,NA,NA
298,TORNGATS,ONCWAH,NA,,MOSS,MACRO,Oncophorus,wahlenbergii,Oncophorus wahlenbergii,NA,NA,NA
299,TORNGATS,OXICAM,NA,HERB,FORBSV,FORB,Oxytropis,campestris,Oxytropis campestris,NA,NA,NA
300,TORNGATS,PALSQU,NA,,MOSS,MACRO,Paludella,squarrosa,Paludella squarrosa,NA,NA,NA
301,TORNGATS,PEDFLA,NA,HERB,FORBSV,FORB,Pedicularis,flammea,Pedicularis flammea,NA,NA,NA
302,TORNGATS,PEDLAP,NA,HERB,FORBSV,FORB,Pedicularis,lapponica,Pedicularis lapponica,NA,NA,NA
303,TORNGATS,PHYCAE,NA,HERB,GRAMINOID,SEVER,Phyllodoce,caerulea,Phyllodoce caerulea,NA,NA,NA
304,TORNGATS,POGALP,NA,,MOSS,MACRO,Pogonatum,alpinum,Pogonatum alpinum,NA,NA,NA
305,TORNGATS,POGDEN,NA,,MOSS,MACRO,Pogonatum,dentatum,Pogonatum dentatum,NA,NA,NA
306,TORNGATS,POLCOM,NA,,MOSS,MACRO,Polytrichum,commune,Polytrichum commune,NA,NA,NA
307,TORNGATS,POLJUN,NA,,MOSS,MACRO,Polytrichum,juniperinum,Polytrichum juniperinum,NA,NA,NA
308,TORNGATS,POLPIL,NA,,MOSS,MACRO,Polytrichum,piliferum,Polytrichum piliferum,NA,NA,NA
309,TORNGATS,POLVIV,NA,HERB,FORBSV,FORB,Polygonum,viviparum,Polygonum viviparum,NA,NA,NA
310,TORNGATS,POTHYP,NA,HERB,FORBSV,FORB,Potentilla,hyparctica,Potentilla hyparctica,NA,NA,NA
311,TORNGATS,PYRMIN,NA,HERB,FORBSV,FORB,Pyrola,minor,Pyrola minor,NA,NA,NA
312,TORNGATS,PYRGRA,NA,HERB,FORBSV,FORB,Pyrola,grandiflora,Pyrola grandiflora,NA,NA,NA
313,TORNGATS,RACCAN,NA,,MOSS,MACRO,Racomitrium,canescens,Racomitrium canescens,NA,NA,NA
314,TORNGATS,RACLAN,NA,,MOSS,MACRO,Racomitrium,lanuginosum,Racomitrium lanuginosum,NA,NA,NA
315,TORNGATS,RHOGRO,NA,WOODY,DSHRUB,SDECI,Rhododendron,groenlandicum,Rhododendron groenlandicum,NA,NA,NA
316,TORNGATS,RHOTOM,NA,WOODY,DSHRUB,SDECI,Rhododendron,tomentosum,Rhododendron tomentosum,NA,NA,NA
317,TORNGATS,SALARC,NA,WOODY,DSHRUB,SDECI,Salix,arctica,Salix arctica,NA,NA,NA
318,TORNGATS,SALARCT,NA,WOODY,DSHRUB,SDECI,Salix,arctophila,Salix arctophila,NA,NA,NA
319,TORNGATS,SALHER,NA,WOODY,DSHRUB,SDECI,Salix,herbacea,Salix herbacea,NA,NA,NA
320,TORNGATS,SALUVA,NA,WOODY,DSHRUB,SDECI,Salix,uva-ursi,Salix uva-ursi,NA,NA,NA
321,TORNGATS,SILACA,NA,HERB,FORBSV,FORB,Silene,acaulis,Silene acaulis,NA,NA,NA
322,TORNGATS,TOMNIT,NA,,MOSS,MPLEU,Tomentypnum,nitens,Tomentypnum nitens,NA,NA,NA
323,TORNGATS,VACULI,NA,WOODY,DSHRUB,SDECI,Vaccinium,uliginosum,Vaccinium uliginosum,NA,NA,NA
324,TORNGATS,VACVIT,NA,HERB,GRAMINOID,SEVER,Vaccinium,vitis-idaea,Vaccinium vitis-idaea,NA,NA,NA
325,TORNGATS,VERWOR,NA,HERB,FORBSV,FORB,Veronica,wormskjoldii,Veronica wormskjoldii,NA,NA,NA
326,TORNGATS,XXXANTSPP,NA,HERB,FORBSV,FORB,Antennaria,,Antennaria ,NA,NA,NA
327,TORNGATS,XXXAULSPP,NA,,MOSS,MACRO,Aulacomnium ,,Aulacomnium  ,NA,NA,NA
328,TORNGATS,XXXBARE,NA,,SOIL,SOIL,,, ,NA,NA,NA
329,TORNGATS,XXXBRLICHEN,NA,,LICHEN,LFRUT,,, ,NA,NA,NA
330,TORNGATS,XXXCARSPP,NA,HERB,GRAMINOID,SEDGE,Carex,,Carex ,NA,NA,NA
331,TORNGATS,XXXCLADSPP,NA,,LICHEN,LFRUT,Cladonia,,Cladonia ,NA,NA,NA
332,TORNGATS,XXXCRUST,NA,,LICHEN,LCRUS,,, ,NA,NA,NA
333,TORNGATS,XXXDICSPP,NA,,MOSS,MACRO,Dicranum,,Dicranum ,NA,NA,NA
334,TORNGATS,XXXDICSPP,NA,,MOSS,MACRO,Dicranum,,Dicranum ,NA,NA,NA
335,TORNGATS,XXXDRESPP,NA,,MOSS,MPLEU,Drepanacladus,,Drepanacladus ,NA,NA,NA
336,TORNGATS,XXXEQUSPP,NA,HERB,FORBSV,SLVASC ,Equisetum,,Equisetum ,NA,NA,NA
337,TORNGATS,XXXFLASPP,NA,,LICHEN,LFOLI,Flavocetraria,,Flavocetraria ,NA,NA,NA
338,TORNGATS,XXXGRASS,NA,HERB,GRAMINOID,GRASS,,, ,NA,NA,NA
339,TORNGATS,XXXHEPSPP,NA,,LIVER,LIVERU,,, ,NA,NA,NA
340,TORNGATS,XXXLICHEN,NA,,LICHEN,LICHENU,,, ,NA,NA,NA
341,TORNGATS,XXXLICHEN1,NA,,LICHEN,LICHENU,,, ,NA,NA,NA
342,TORNGATS,XXXLICHEN3,NA,,LICHEN,LICHENU,,, ,NA,NA,NA
343,TORNGATS,XXXLICHEN4,NA,,LICHEN,LICHENU,,, ,NA,NA,NA
344,TORNGATS,XXXLICHEN7,NA,,LICHEN,LICHENU,,, ,NA,NA,NA
345,TORNGATS,XXXLITTER,NA,,LITTER,LITTER,,, ,NA,NA,NA
346,TORNGATS,XXXLIVSPP,NA,,LIVER,LIVERLE,,, ,NA,NA,NA
347,TORNGATS,XXXMOSS,NA,,MOSS,MOSSU,,, ,NA,NA,NA
348,TORNGATS,XXXMOSS1,NA,,MOSS,MOSSU,,, ,NA,NA,NA
349,TORNGATS,XXXMOSS2,NA,,MOSS,MOSSU,,, ,NA,NA,NA
350,TORNGATS,XXXMOSS3,NA,,MOSS,MOSSU,,, ,NA,NA,NA
351,TORNGATS,XXXPELTSPP,NA,,LICHEN,LFOLI,Peltigera,,Peltigera ,NA,NA,NA
352,TORNGATS,XXXPOASPP,NA,HERB,GRAMINOID,GRASS,Poa,,Poa ,NA,NA,NA
353,TORNGATS,XXXPOASPP ,NA,HERB,GRAMINOID,GRASS,Poa ,,Poa  ,NA,NA,NA
354,TORNGATS,XXXPOGSPP,NA,,MOSS,MACRO,Pogonatum,,Pogonatum ,NA,NA,NA
355,TORNGATS,XXXPOLSPP,NA,,MOSS,MACRO,Polytrichum,,Polytrichum ,NA,NA,NA
356,TORNGATS,XXXPYRSPP,NA,HERB,FORBSV,FORB,Pyrola,,Pyrola ,NA,NA,NA
357,TORNGATS,XXXRACSPP,NA,,MOSS,MACRO,Racomitrium,,Racomitrium ,NA,NA,NA
358,TORNGATS,XXXROCK,NA,,ROCK,ROCK,,, ,NA,NA,NA
359,TORNGATS,XXXRUSH,NA,HERB,GRAMINOID,RUSH,,, ,NA,NA,NA
360,TORNGATS,XXXRUSH1,NA,HERB,GRAMINOID,RUSH,,, ,NA,NA,NA
361,TORNGATS,XXXRUSH2,NA,HERB,GRAMINOID,RUSH,,, ,NA,NA,NA
362,TORNGATS,XXXSALSPP,NA,WOODY,DSHRUB,SDECI,Salix,,Salix ,NA,NA,NA
363,TORNGATS,XXXSCAT,NA,,DUNG,DUNG,,, ,NA,NA,NA
364,TORNGATS,XXXSPHSPP,NA,,MOSS,SPHAG,Sphagnum,,Sphagnum ,NA,NA,NA
365,TORNGATS,XXXSTESPP,NA,,LICHEN,LFRUT,Stereocaulon,,Stereocaulon ,NA,NA,NA
366,TORNGATS,XXXTOFSPP,NA,HERB,FORBSV,FORB,Tofieldia,,Tofieldia ,NA,NA,NA
367,TORNGATS,XXXDEAD,NA,,UNK,UNK,,, ,NA,NA,NA
368,DOVRE,XXXDUNG,NA,,DUNG,DUNG,,, ,NA,NA,NA
369,DOVRE,ANTALP,NA,HERB,FORBSV,FORB,Antennaria,alpina,Antennaria alpina,NA,NA,NA
370,DOVRE,ASTALP,NA,HERB,FORBSV,FORB,Astragalus,alpinus,Astragalus alpinus,NA,NA,NA
371,DOVRE,GNASUP,NA,HERB,FORBSV,FORB,Gnaphalium,supinum,Gnaphalium supinum,NA,NA,NA
372,DOVRE,PINVUL,NA,HERB,FORBSV,FORB,Pinguicula,vulgaris,Pinguicula vulgaris,NA,NA,NA
373,DOVRE,POLVIV,NA,HERB,FORBSV,FORB,Polygonum,viviparum,Polygonum viviparum,NA,NA,NA
374,DOVRE,XXXERISPP,NA,HERB,FORBSV,FORB,Erigeron,,Erigeron ,NA,NA,NA
375,DOVRE,XXXEUPSPP,NA,HERB,FORBSV,FORB,Euphrasia,,Euphrasia ,NA,NA,NA
376,DOVRE,FESOVI,NA,HERB,GRAMINOID,GRASS,Festuca,ovina,Festuca ovina,NA,NA,NA
377,DOVRE,XXXCETISLERIMURACU,NA,,LICHEN,LFRUT,Cetraria,,Cetraria ,NA,NA,NA
378,DOVRE,XXXCETNIVCUC,NA,,LICHEN,LFRUT,Cetraria,,Cetraria ,NA,NA,NA
379,DOVRE,XXXPELSPP,NA,,LICHEN,LFOLI,Peltigera,,Peltigera ,NA,NA,NA
380,DOVRE,SOLCRO,NA,,LICHEN,LFOLI,Solorina,crocea,Solorina crocea,NA,NA,NA
381,DOVRE,ALENIG,NA,,LICHEN,LFRUT,Alectoria,nigricans,Alectoria nigricans,NA,NA,NA
382,DOVRE,ALEOCH,NA,,LICHEN,LFRUT,Alectoria,ochroleuca,Alectoria ochroleuca,NA,NA,NA
383,DOVRE,BRYDIV,NA,,LICHEN,LFRUT,Bryocaulon,divergens,Bryocaulon divergens,NA,NA,NA
384,DOVRE,XXXCLASPP,NA,,LICHEN,LFRUT,Cladonia,,Cladonia ,NA,NA,NA
385,DOVRE,SPHGLO,NA,,LICHEN,LFRUT,Sphaerophorus,globosus,Sphaerophorus globosus,NA,NA,NA
386,DOVRE,THAVER,NA,,LICHEN,LFRUT,Thamnolia,vermicularis,Thamnolia vermicularis,NA,NA,NA
387,DOVRE,XXXSTESPP,NA,,LICHEN,LFRUT,Stereocaulon,,Stereocaulon ,NA,NA,NA
388,DOVRE,XXXLICHEN,NA,,LICHEN,LICHENU,,, ,NA,NA,NA
389,DOVRE,XXXLITTER,NA,,LITTER,LITTER,,, ,NA,NA,NA
390,DOVRE,ANTJUR,NA,,LIVER,LIVERLE,Anthelia,juratzkana,Anthelia juratzkana,NA,NA,NA
391,DOVRE,PTICIL,NA,,LIVER,LIVERLE,Ptilidium,ciliare,Ptilidium ciliare,NA,NA,NA
392,DOVRE,POLJUN,NA,,MOSS,MACRO,Polytrichum,juniperinum,Polytrichum juniperinum,NA,NA,NA
393,DOVRE,POLPIL,NA,,MOSS,MACRO,Polytrichum,piliferum,Polytrichum piliferum,NA,NA,NA
394,DOVRE,RACLAN,NA,,MOSS,MACRO,Racomitrium,lanuginosum,Racomitrium lanuginosum,NA,NA,NA
395,DOVRE,XXXMARKER,NA,,OTHER,OTHER,,, ,NA,NA,NA
396,DOVRE,XXXMOSS,NA,,MOSS,MOSSU,,, ,NA,NA,NA
397,DOVRE,PLESCH,NA,,MOSS,MPLEU,Pleurozium,schreberi,Pleurozium schreberi,NA,NA,NA
398,DOVRE,RHYRUG,NA,,MOSS,MPLEU,Rhytidium,rugosum,Rhytidium rugosum,NA,NA,NA
399,DOVRE,JUNTRI,NA,HERB,GRAMINOID,RUSH,Juncus,trifidus,Juncus trifidus,NA,NA,NA
400,DOVRE,ARCALP,NA,WOODY,DSHRUB,SDECI,Arctostaphylos,alpina,Arctostaphylos alpina,NA,NA,NA
401,DOVRE,BETNAN,NA,WOODY,DSHRUB,SDECI,Betula,nana,Betula nana,NA,NA,NA
402,DOVRE,BETPUB,NA,WOODY,DSHRUB,SDECI,Betula,pubescens,Betula pubescens,NA,NA,NA
403,DOVRE,SALHAS,NA,WOODY,DSHRUB,SDECI,Salix,hastata,Salix hastata,NA,NA,NA
404,DOVRE,VACULI,NA,WOODY,DSHRUB,SDECI,Vaccinium,uliginosum,Vaccinium uliginosum,NA,NA,NA
405,DOVRE,XXXCARSPP,NA,HERB,GRAMINOID,SEDGE,Carex,,Carex ,NA,NA,NA
406,DOVRE,ARCUVA,NA,WOODY,DSHRUB,SDECI,Arctostaphylos,uva-ursi,Arctostaphylos uva-ursi,NA,NA,NA
407,DOVRE,EMPNIG,NA,WOODY,ESHRUB,SEVER,Empetrum,nigrum,Empetrum nigrum,NA,NA,NA
408,DOVRE,JUNCOM,NA,WOODY,ESHRUB,SEVER,Juniperus,communis,Juniperus communis,NA,NA,NA
409,DOVRE,LOIPRO,NA,WOODY,ESHRUB,SEVER,Loiseleuria,procumbens,Loiseleuria procumbens,NA,NA,NA
410,DOVRE,VACVIT,NA,WOODY,ESHRUB,SEVER,Vaccinium,vitis-idaea,Vaccinium vitis-idaea,NA,NA,NA
411,DOVRE,XXXSOIL,NA,,SOIL,SOIL,,, ,NA,NA,NA
412,DOVRE,XXXROCK,NA,,ROCK,ROCK,,, ,NA,NA,NA
413,DOVRE,CLARAN,NA,,LICHEN,LFRUT,Cladina,rangiferina,Cladina rangiferina,NA,NA,NA
414,DOVRE,CLAARB,NA,,LICHEN,LFRUT,Cladonia,arbuscula,Cladonia arbuscula,NA,NA,NA
415,DOVRE,CLASTE,NA,,LICHEN,LFRUT,Cladonia,stellaris,Cladonia stellaris,NA,NA,NA
416,DOVRE,CERPUR,NA,,MOSS,MACRO,Ceratodon,purpureus,Ceratodon purpureus,NA,NA,NA
417,DOVRE,XXXMUSHROOM,NA,,FUNGI,FUNGI,,, ,NA,NA,NA
418,DOVRE,XXXPOGSPP,NA,,MOSS,MACRO,Pogonatum,,Pogonatum ,NA,NA,NA
419,DOVRE,XXXPOHSPP,NA,,MOSS,MACRO,Pohlia,,Pohlia ,NA,NA,NA
420,DOVRE,PRISCA,NA,,FORBSV,FORB,Primula,scandinavica,Primula scandinavica,NA,NA,NA
421,DOVRE,RACCAN,NA,,MOSS,MACRO,Racomitrium,canescens,Racomitrium canescens,NA,NA,NA
422,ATQASUK,XXXNOSTOC,NA,,ALGAE,ALGAE,,, ,NA,NA,NA
423,ATQASUK,ARCRUB,NA,WOODY,DSHRUB,SDECI,Arctostaphylos,rubra,Arctostaphylos rubra,NA,NA,NA
424,ATQASUK,BETNAN,NA,WOODY,DSHRUB,SDECI,Betula,nana,Betula nana,NA,NA,NA
425,ATQASUK,SALALA,NA,WOODY,DSHRUB,SDECI,Salix,alaxensis,Salix alaxensis,NA,NA,NA
426,ATQASUK,SALARC,NA,WOODY,DSHRUB,SDECI,Salix,arctica,Salix arctica,NA,NA,NA
427,ATQASUK,SALGLA,NA,WOODY,DSHRUB,SDECI,Salix,glauca,Salix glauca,NA,NA,NA
428,ATQASUK,SALLAN,NA,WOODY,DSHRUB,SDECI,Salix,lanata,Salix lanata,NA,NA,NA
429,ATQASUK,SALNIP,NA,WOODY,DSHRUB,SDECI,Salix,niphoclada,Salix niphoclada,NA,NA,NA
430,ATQASUK,SALOVA,NA,WOODY,DSHRUB,SDECI,Salix,ovalifolia,Salix ovalifolia,NA,NA,NA
431,ATQASUK,SALPHL,NA,WOODY,DSHRUB,SDECI,Salix,phlebophylla,Salix phlebophylla,NA,NA,NA
432,ATQASUK,SALPOL,NA,WOODY,DSHRUB,SDECI,Salix,polaris,Salix polaris,NA,NA,NA
433,ATQASUK,SALPUL,NA,WOODY,DSHRUB,SDECI,Salix,pulchra,Salix pulchra,NA,NA,NA
434,ATQASUK,SALRET,NA,WOODY,DSHRUB,SDECI,Salix,reticulata,Salix reticulata,NA,NA,NA
435,ATQASUK,SALROT,NA,WOODY,DSHRUB,SDECI,Salix,rotundifolia,Salix rotundifolia,NA,NA,NA
436,ATQASUK,CASTET,NA,WOODY,ESHRUB,SEVER,Cassiope,tetragona,Cassiope tetragona,NA,NA,NA
437,ATQASUK,DIALAP,NA,WOODY,ESHRUB,SEVER,Diapensia,lapponica,Diapensia lapponica,NA,NA,NA
438,ATQASUK,EMPEAM,NA,WOODY,ESHRUB,SEVER,Empetrum,eamesii,Empetrum eamesii,NA,NA,NA
439,ATQASUK,EMPNIG,NA,WOODY,ESHRUB,SEVER,Empetrum,nigrum,Empetrum nigrum,NA,NA,NA
440,ATQASUK,LEDPAL,NA,WOODY,ESHRUB,SEVER,Ledum,palustre,Ledum palustre,NA,NA,NA
441,ATQASUK,VACULI,NA,WOODY,DSHRUB,SDECI,Vaccinium,uliginosum,Vaccinium uliginosum,NA,NA,NA
442,ATQASUK,VACVIT,NA,WOODY,ESHRUB,SEVER,Vaccinium,vitis-idaea,Vaccinium vitis-idaea,NA,NA,NA
443,ATQASUK,ACHLAN,NA,HERB,FORBSV,FORB,Achillea,lanulosa,Achillea lanulosa,NA,NA,NA
444,ATQASUK,ANDSEP,NA,HERB,FORBSV,FORB,Androsace,septentrionalis,Androsace septentrionalis,NA,NA,NA
445,ATQASUK,ANEPAR,NA,HERB,FORBSV,FORB,Anemone,parviflora,Anemone parviflora,NA,NA,NA
446,ATQASUK,ANRCHA,NA,HERB,FORBSV,FORB,Androsace,chamaejasme,Androsace chamaejasme,NA,NA,NA
447,ATQASUK,ANTFRI,NA,HERB,FORBSV,FORB,Antennaria,friesiana,Antennaria friesiana,NA,NA,NA
448,ATQASUK,ARNLES,NA,HERB,FORBSV,FORB,Arnica,lessingii,Arnica lessingii,NA,NA,NA
449,ATQASUK,ARTARC,NA,HERB,FORBSV,FORB,Artemisia,arctica,Artemisia arctica,NA,NA,NA
450,ATQASUK,ARTBOR,NA,HERB,FORBSV,FORB,Artemisia,borealis,Artemisia borealis,NA,NA,NA
451,ATQASUK,ARTGLO,NA,HERB,FORBSV,FORB,Artemisia,glomerata,Artemisia glomerata,NA,NA,NA
452,ATQASUK,ARTTIL,NA,HERB,FORBSV,FORB,Artemisia,tilesii,Artemisia tilesii,NA,NA,NA
453,ATQASUK,ASGALP,NA,HERB,FORBSV,FORB,Astragalus,alpinus,Astragalus alpinus,NA,NA,NA
454,ATQASUK,ASTGUM,NA,HERB,FORBSV,FORB,Astragalus,umbellatus,Astragalus umbellatus,NA,NA,NA
455,ATQASUK,BUPTRI,NA,HERB,FORBSV,FORB,Bupleurum,americanum,Bupleurum americanum,NA,NA,NA
456,ATQASUK,CADNYM,NA,HERB,FORBSV,FORB,Cardamine,pratensis,Cardamine pratensis,NA,NA,NA
457,ATQASUK,CALPAL,NA,HERB,FORBSV,FORB,Caltha,palustris,Caltha palustris,NA,NA,NA
458,ATQASUK,CARPRA,NA,HERB,FORBSV,FORB,Cardamine,pratensis,Cardamine pratensis,NA,NA,NA
459,ATQASUK,CERBEE,NA,HERB,FORBSV,FORB,Cerastium,beeringianum,Cerastium beeringianum,NA,NA,NA
460,ATQASUK,CHRTET,NA,HERB,FORBSV,FORB,Chrysosplenium,tetrandrum,Chrysosplenium tetrandrum,NA,NA,NA
461,ATQASUK,COCOFF,NA,HERB,FORBSV,FORB,Cochlearia,officinalis,Cochlearia officinalis,NA,NA,NA
462,ATQASUK,COMPAL,NA,HERB,FORBSV,FORB,Comarum,palustre,Comarum palustre,NA,NA,NA
463,ATQASUK,DRALAC,NA,HERB,FORBSV,FORB,Draba,lactea,Draba lactea,NA,NA,NA
464,ATQASUK,DRAMIC,NA,HERB,FORBSV,FORB,Draba,micropetala,Draba micropetala,NA,NA,NA
465,ATQASUK,DRANIV,NA,HERB,FORBSV,FORB,Draba,nivalis,Draba nivalis,NA,NA,NA
466,ATQASUK,DRYINT,NA,HERB,FORBSV,FORB,Dryas,integrifolia,Dryas integrifolia,NA,NA,NA
467,ATQASUK,EPIPAL,NA,HERB,FORBSV,FORB,Epilobium,palustre,Epilobium palustre,NA,NA,NA
468,ATQASUK,EQUARV,NA,HERB,FORBSV,SLVASC,Equisetum,arvense,Equisetum arvense,NA,NA,NA
469,ATQASUK,EQUVAR,NA,HERB,FORBSV,SLVASC,Equisetum,variegatum,Equisetum variegatum,NA,NA,NA
470,ATQASUK,ERGERI,NA,HERB,FORBSV,FORB,Erigeron,eriocephalus,Erigeron eriocephalus,NA,NA,NA
471,ATQASUK,HIPVAR,NA,HERB,FORBSV,FORB,Hippuris,vulgaris,Hippuris vulgaris,NA,NA,NA
472,ATQASUK,LAGGLA,NA,HERB,FORBSV,FORB,Lagotis,glauca,Lagotis glauca,NA,NA,NA
473,ATQASUK,LIDOBT,NA,HERB,FORBSV,FORB,Minuartia,obtusiloba,Minuartia obtusiloba,NA,NA,NA
474,ATQASUK,LUPARC,NA,HERB,FORBSV,FORB,Lupinus,arcticus,Lupinus arcticus,NA,NA,NA
